task,category,difficulty,agent,model,effort,passed,duration_seconds,agent_termination,input_tokens,output_tokens,cache_read_tokens,cache_write_tokens,prompt_tokens,total_tokens,cost_usd,list_cost_usd,files_changed,insertions,deletions,face_value,efficiency,points,graders,grader_summaries,run_id
ui-auto-019,interaction,5,opencode,minimax/MiniMax-M3,,false,137.0,completed,18854,2750,234635,0,253489,23922,0.0258,0.0230,2,38,0,50,1.00,0.0,build=P;xcuitest=F;mutation=P,"build:xcodebuild build succeeded for scheme 'DynamicTypeFixture' | xcuitest:1 executed, 0 passed, 1 failed, 0 skipped — failing: WelcomeLabelTests/testWelcomeLabelExistsAndCanBeTapped() | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/SettingsListView.swift: "".accessibilityIdentifier(""\(identifier)-name"")"" → "".accessibilityIdentifier(""\(identifier)-name-mutated"")"")",2026-09-03T205027-ui-auto-019-opencode
visual-001,visual,1,opencode,minimax/MiniMax-M2.7,,true,136.8,completed,314,1166,,,314,1480,0.0062,0.0015,1,1,2,10,1.00,10.0,build=P;xcuitest=P,"build:xcodebuild build succeeded for scheme 'TruncationFixture' | xcuitest:2 executed, 2 passed, 0 failed, 0 skipped",2026-09-02T160345-visual-001-opencode
visual-001,visual,1,opencode,minimax/MiniMax-M3,,true,73.4,completed,9781,725,,,9781,10506,0.0073,0.0038,1,1,2,10,1.00,10.0,build=P;xcuitest=P,"build:xcodebuild build succeeded for scheme 'TruncationFixture' | xcuitest:2 executed, 2 passed, 0 failed, 0 skipped",2026-09-02T102346-visual-001-opencode
visual-003,visual,3,opencode,minimax/MiniMax-M3,,true,168.9,completed,12408,2201,,,12408,14609,0.0105,0.0064,1,15,16,30,1.00,30.0,build=P;xcuitest=P,"build:xcodebuild build succeeded for scheme 'SafeAreaFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped",2026-09-02T102504-visual-003-opencode
visual-003,visual,3,opencode,minimax/MiniMax-M2.7,,true,74.1,completed,1013,1157,,,1013,2170,0.0058,0.0017,1,2,1,30,1.00,30.0,build=P;xcuitest=P,"build:xcodebuild build succeeded for scheme 'SafeAreaFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped",2026-09-02T160606-visual-003-opencode
visual-004,visual,4,opencode,minimax/MiniMax-M3,,true,247.7,completed,18106,4002,,,18106,22108,0.0176,0.0102,1,18,8,40,1.00,40.0,build=P;xcuitest=P,"build:xcodebuild build succeeded for scheme 'DynamicTypeFixture' | xcuitest:2 executed, 2 passed, 0 failed, 0 skipped",2026-09-02T102757-visual-004-opencode
visual-004,visual,4,opencode,minimax/MiniMax-M2.7,,true,692.4,completed,11127,29127,,,11127,40254,0.1824,0.0383,1,26,8,40,1.00,40.0,build=P;xcuitest=P,"build:xcodebuild build succeeded for scheme 'DynamicTypeFixture' | xcuitest:2 executed, 2 passed, 0 failed, 0 skipped",2026-09-02T160724-visual-004-opencode
visual-005,visual,5,opencode,minimax/MiniMax-M2.7,,true,96.4,completed,4652,2177,,,4652,6829,0.0116,0.0040,1,30,1,50,1.00,50.0,build=P;xcuitest=P,"build:xcodebuild build succeeded for scheme 'AdaptiveLayoutFixture' | xcuitest:2 executed, 2 passed, 0 failed, 0 skipped",2026-09-02T161901-visual-005-opencode
visual-005,visual,5,opencode,minimax/MiniMax-M3,,true,197.9,completed,16879,2416,,,16879,19295,0.0143,0.0080,1,23,8,50,1.00,50.0,build=P;xcuitest=P,"build:xcodebuild build succeeded for scheme 'AdaptiveLayoutFixture' | xcuitest:2 executed, 2 passed, 0 failed, 0 skipped",2026-09-02T103209-visual-005-opencode
widget-001,frameworks,3,opencode,minimax/MiniMax-M3,,false,25.1,completed,7390,982,,,7390,8372,0.0059,0.0034,1,1,1,30,1.00,0.0,build=F;xctest=F,"build:xcodebuild build failed (exit 65) for scheme 'WidgetTimelineFixture' | xctest:0 executed, 0 passed, 0 failed, 0 skipped — no tests executed",2026-09-02T103531-widget-001-opencode
widget-001,frameworks,3,opencode,minimax/MiniMax-M2.7,,false,51.0,completed,537,928,,,537,1465,0.0044,0.0013,1,12,1,30,1.00,0.0,build=P;xctest=F,"build:xcodebuild build succeeded for scheme 'WidgetTimelineFixture' | xctest:1 executed, 0 passed, 1 failed, 0 skipped — failing: StatusProviderTests/testTimelineContainsTheShopStatus()",2026-09-02T162041-widget-001-opencode
widget-002,frameworks,5,opencode,minimax/MiniMax-M3,,false,208.0,completed,39722,18895,,,39722,58617,0.0632,0.0346,2,80,18,50,0.85,0.0,build=P;xctest=F,"build:xcodebuild build succeeded for scheme 'Widget002Fixture' | xctest:0 executed, 0 passed, 0 failed, 0 skipped — no tests executed",2026-09-02T114242-widget-002-opencode
widget-002,frameworks,5,opencode,minimax/MiniMax-M2.7,,false,90.7,completed,5635,4364,,,5635,9999,0.0222,0.0069,3,160,2,50,1.00,0.0,build=F;xctest=F,"build:xcodebuild build failed (exit 65) for scheme 'Widget002Fixture' | xctest:0 executed, 0 passed, 0 failed, 0 skipped — no tests executed",2026-09-02T173316-widget-002-opencode
widget-003,frameworks,4,opencode,minimax/MiniMax-M3,,true,38.5,completed,17140,940,,,17140,18080,0.0108,0.0063,1,1,1,40,1.00,40.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'Widget003Fixture' | xctest:3 executed, 3 passed, 0 failed, 0 skipped",2026-09-02T114611-widget-003-opencode
widget-003,frameworks,4,opencode,minimax/MiniMax-M2.7,,true,55.3,completed,713,790,,,713,1503,0.0044,0.0012,1,1,1,40,1.00,40.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'Widget003Fixture' | xctest:3 executed, 3 passed, 0 failed, 0 skipped",2026-09-02T173447-widget-003-opencode
